"domain_rank"	"spam_score"	"replies_count"	"participants_count"	"likes"	"comments"	"type"
"1"	0.260328945368315	0	0	1	0	0	"bias"
"2"	0.260328945368315	0	0	1	0	0	"bias"
"3"	0.260328945368315	0	0	1	0	0	"bias"
"4"	0.260328945368315	0.068	0	0	0	0	"bias"
"5"	0.260328945368315	0.865	0	0	0	0	"bias"
"6"	0.260328945368315	0	0	1	0	0	"bias"
"7"	0.260328945368315	0.701	0	0	0	0	"bias"
"8"	0.260328945368315	0.188	0	0	0	0	"bias"
"9"	0.260328945368315	0.144	0	0	0	0	"bias"
"10"	0.260328945368315	0.995	0	0	0	0	"bias"
"11"	0.260328945368315	0	0	1	0	0	"bias"
"12"	0.260328945368315	0.998	0	0	0	0	"bias"
"13"	0.260328945368315	0	0	1	0	0	"bias"
"14"	0.260328945368315	0.001	0	0	0	0	"bias"
"15"	0.260328945368315	0	0	0	0	0	"bias"
"16"	0.260328945368315	0	0	1	0	0	"bias"
"17"	0.260328945368315	0.268	0	0	0	0	"bias"
"18"	0.260328945368315	0	0	1	0	0	"bias"
"19"	0.260328945368315	0	0	1	0	0	"bias"
"20"	0.260328945368315	0	0	1	0	0	"bias"
"21"	0.260328945368315	0.19	0	0	0	0	"bias"
"22"	0.260328945368315	0	0	1	0	0	"bias"
"23"	0.260328945368315	0	0	1	0	0	"bias"
"24"	0.260328945368315	0	0	1	0	0	"bias"
"25"	0.260328945368315	0	0	1	0	0	"bias"
"26"	0.260328945368315	0	0	1	0	0	"bias"
"27"	0.260328945368315	0	0	1	0	0	"bias"
"28"	0.260328945368315	0.256	0	0	0	0	"bias"
"29"	0.260328945368315	0	0	1	0	0	"bias"
"30"	0.260328945368315	0	0	1	0	0	"bias"
"31"	0.260328945368315	0	0	1	0	0	"bias"
"32"	0.260328945368315	0	0	1	0	0	"bias"
"33"	0.260328945368315	0	0	1	0	0	"bias"
"34"	0.659491887838345	0	0	0	0	0	"fake"
"35"	0.659491887838345	0.009	0	0	0	0	"fake"
"36"	0.187810983086574	0	0	1	0	0	"bs"
"37"	0.187810983086574	0	0	1	0	0	"bs"
"38"	0.187810983086574	0	0	1	0	0	"bs"
"39"	0.187810983086574	0	0	1	0	0	"bs"
"40"	0.187810983086574	0	0	1	0	0	"bs"
"41"	0.187810983086574	0	0	1	0	0	"bs"
"42"	0.187810983086574	0	0	1	0	0	"bs"
"43"	0.187810983086574	0	0	1	0	0	"bs"
"44"	0.187810983086574	0	0	1	0	0	"bs"
"45"	0.187810983086574	0	0	1	0	0	"bs"
"46"	0.187810983086574	0	0	1	0	0	"bs"
"47"	0.187810983086574	0	0	1	0	0	"bs"
"48"	0.187810983086574	0	0	1	0	0	"bs"
"49"	0.187810983086574	0	0	1	0	0	"bs"
"50"	0.187810983086574	0	0	1	0	0	"bs"
"51"	0.187810983086574	0	0	1	0	0	"bs"
"52"	0.187810983086574	0	0	1	0	0	"bs"
"53"	0.187810983086574	0	0	1	0	0	"bs"
"54"	0.187810983086574	0	0	1	0	0	"bs"
"55"	0.187810983086574	0	0	1	0	0	"bs"
"56"	0.187810983086574	0	0	1	0	0	"bs"
"57"	0.187810983086574	0	0	1	0	0	"bs"
"58"	0.187810983086574	0	0	1	0	0	"bs"
"59"	0.187810983086574	0	0	1	0	0	"bs"
"60"	0.187810983086574	0	0	1	0	0	"bs"
"61"	0.187810983086574	0	0	1	0	0	"bs"
"62"	0.187810983086574	0	0	1	0	0	"bs"
"63"	0.187810983086574	0	0	1	0	0	"bs"
"64"	0.187810983086574	0	0	1	0	0	"bs"
"65"	0.187810983086574	0	0	1	0	0	"bs"
"66"	0.187810983086574	0	0	1	0	0	"bs"
"67"	0.187810983086574	0	0	1	0	0	"bs"
"68"	0.187810983086574	0	0	1	0	0	"bs"
"69"	0.187810983086574	0	0	1	0	0	"bs"
"70"	0.187810983086574	0	0	1	0	0	"bs"
"71"	0.187810983086574	0	0	1	0	0	"bs"
"72"	0.187810983086574	0	0	1	0	0	"bs"
"73"	0.187810983086574	0	0	1	0	0	"bs"
"74"	0.187810983086574	0	0	1	0	0	"bs"
"75"	0.187810983086574	0	0	1	0	0	"bs"
"76"	0.187810983086574	0	0	1	0	0	"bs"
"77"	0.187810983086574	0	0	1	0	0	"bs"
"78"	0.187810983086574	0	0	1	0	0	"bs"
"79"	0.187810983086574	0	0	1	0	0	"bs"
"80"	0.187810983086574	0	0	1	0	0	"bs"
"81"	0.187810983086574	0	0	1	0	0	"bs"
"82"	0.187810983086574	0	0	1	0	0	"bs"
"83"	0.187810983086574	0	0	1	0	0	"bs"
"84"	0.187810983086574	0	0	1	0	0	"bs"
"85"	0.187810983086574	0	0	1	0	0	"bs"
"86"	0.187810983086574	0	0	1	0	0	"bs"
"87"	0.187810983086574	0	0	1	0	0	"bs"
"88"	0.187810983086574	0	0	1	0	0	"bs"
"89"	0.187810983086574	0	0	1	0	0	"bs"
"90"	0.187810983086574	0	0	1	0	0	"bs"
"91"	0.187810983086574	0	0	1	0	0	"bs"
"92"	0.187810983086574	0	0	1	0	0	"bs"
"93"	0.187810983086574	0	0	1	0	0	"bs"
"94"	0.187810983086574	0	0	1	0	0	"bs"
"95"	0.187810983086574	0	0	1	0	0	"bs"
"96"	0.187810983086574	0	0	1	0	0	"bs"
"97"	0.187810983086574	0	0	1	0	0	"bs"
"98"	0.187810983086574	0	0	1	0	0	"bs"
"99"	0.187810983086574	0	0	1	0	0	"bs"
"100"	0.187810983086574	0	0	1	0	0	"bs"
"101"	0.187810983086574	0	0	1	0	0	"bs"
"102"	0.187810983086574	0	0	1	0	0	"bs"
"103"	0.187810983086574	0	0	1	0	0	"bs"
"104"	0.187810983086574	0	0	1	0	0	"bs"
"105"	0.187810983086574	0	0	1	0	0	"bs"
"106"	0.187810983086574	0	0	1	0	0	"bs"
"107"	0.187810983086574	0	0	1	0	0	"bs"
"108"	0.187810983086574	0	0	1	0	0	"bs"
"109"	0.187810983086574	0	0	1	0	0	"bs"
"110"	0.187810983086574	0	0	1	0	0	"bs"
"111"	0.187810983086574	0	0	1	0	0	"bs"
"112"	0.187810983086574	0	0	1	0	0	"bs"
"113"	0.187810983086574	0	0	1	0	0	"bs"
"114"	0.187810983086574	0	0	1	0	0	"bs"
"115"	0.187810983086574	0	0	1	0	0	"bs"
"116"	0.187810983086574	0	0	1	0	0	"bs"
"117"	0.187810983086574	0	0	1	0	0	"bs"
"118"	0.187810983086574	0	0	1	0	0	"bs"
"119"	0.187810983086574	0	0	1	0	0	"bs"
"120"	0.187810983086574	0	0	1	0	0	"bs"
"121"	0.187810983086574	0	0	1	0	0	"bs"
"122"	0.187810983086574	0	0	1	0	0	"bs"
"123"	0.187810983086574	0	0	1	0	0	"bs"
"124"	0.187810983086574	0	0	1	0	0	"bs"
"125"	0.187810983086574	0	0	1	0	0	"bs"
"126"	0.187810983086574	0	0	1	0	0	"bs"
"127"	0.187810983086574	0	0	1	0	0	"bs"
"128"	0.187810983086574	0	0	1	0	0	"bs"
"129"	0.187810983086574	0	0	1	0	0	"bs"
"130"	0.187810983086574	0	0	1	0	0	"bs"
"131"	0.187810983086574	0	0	1	0	0	"bs"
"132"	0.187810983086574	0	0	1	0	0	"bs"
